,precip_norm,Location,forecast_day,latitude,longitude,name,State
153,2.6690000000000005,US_ME,3,45.253783,-69.445469,Maine,ME
154,-1.2173333333333332,US_ME,4,45.253783,-69.445469,Maine,ME
155,-0.518,US_ME,5,45.253783,-69.445469,Maine,ME
156,3.2336666666666667,US_ME,6,45.253783,-69.445469,Maine,ME
157,7.5263333333333335,US_ME,7,45.253783,-69.445469,Maine,ME
158,2.4556666666666667,US_ME,8,45.253783,-69.445469,Maine,ME
159,-0.558,US_ME,9,45.253783,-69.445469,Maine,ME
160,-4.223000000000001,US_MD,0,39.045755,-76.641271,Maryland,MD
161,-2.822333333333333,US_MD,3,39.045755,-76.641271,Maryland,MD
162,-2.1233333333333326,US_MD,4,39.045755,-76.641271,Maryland,MD
163,-1.5533333333333332,US_MD,5,39.045755,-76.641271,Maryland,MD
164,2.207,US_MD,6,39.045755,-76.641271,Maryland,MD
165,2.141,US_MD,7,39.045755,-76.641271,Maryland,MD
166,1.7393333333333336,US_MD,8,39.045755,-76.641271,Maryland,MD
167,-0.9516666666666667,US_MD,9,39.045755,-76.641271,Maryland,MD
168,-3.373,US_MA,0,42.407211,-71.382437,Massachusetts,MA
169,1.3326666666666664,US_MA,3,42.407211,-71.382437,Massachusetts,MA
170,-1.6673333333333331,US_MA,4,42.407211,-71.382437,Massachusetts,MA
171,-0.026000000000000023,US_MA,5,42.407211,-71.382437,Massachusetts,MA
172,7.127666666666666,US_MA,6,42.407211,-71.382437,Massachusetts,MA
173,2.388333333333333,US_MA,7,42.407211,-71.382437,Massachusetts,MA
174,5.562,US_MA,8,42.407211,-71.382437,Massachusetts,MA
175,-0.5666666666666667,US_MA,9,42.407211,-71.382437,Massachusetts,MA
176,-1.193,US_MI,0,44.314844,-85.602364,Michigan,MI
177,-0.12266666666666659,US_MI,3,44.314844,-85.602364,Michigan,MI
178,-0.3863333333333333,US_MI,4,44.314844,-85.602364,Michigan,MI
179,5.297,US_MI,5,44.314844,-85.602364,Michigan,MI
180,5.979333333333334,US_MI,6,44.314844,-85.602364,Michigan,MI
181,4.383,US_MI,7,44.314844,-85.602364,Michigan,MI
182,-1.183,US_MI,8,44.314844,-85.602364,Michigan,MI
183,-1.1819999999999997,US_MI,9,44.314844,-85.602364,Michigan,MI
184,-0.8599999999999999,US_MN,0,46.729553,-94.6859,Minnesota,MN
185,-0.19600000000000006,US_MN,3,46.729553,-94.6859,Minnesota,MN
186,4.857333333333333,US_MN,4,46.729553,-94.6859,Minnesota,MN
187,22.74833333333333,US_MN,5,46.729553,-94.6859,Minnesota,MN
188,3.8909999999999996,US_MN,6,46.729553,-94.6859,Minnesota,MN
189,-0.19666666666666666,US_MN,7,46.729553,-94.6859,Minnesota,MN
190,-2.3279999999999994,US_MN,8,46.729553,-94.6859,Minnesota,MN
191,-2.181,US_MN,9,46.729553,-94.6859,Minnesota,MN
192,-2.7260000000000004,US_MS,0,32.354668,-89.398528,Mississippi,MS
193,-6.5040000000000004,US_MS,3,32.354668,-89.398528,Mississippi,MS
194,-5.306000000000001,US_MS,4,32.354668,-89.398528,Mississippi,MS
195,-2.4353333333333325,US_MS,5,32.354668,-89.398528,Mississippi,MS
196,-1.844,US_MS,6,32.354668,-89.398528,Mississippi,MS
197,5.101666666666667,US_MS,7,32.354668,-89.398528,Mississippi,MS
198,10.790333333333335,US_MS,8,32.354668,-89.398528,Mississippi,MS
199,3.4040000000000004,US_MS,9,32.354668,-89.398528,Mississippi,MS
200,-1.1079999999999999,US_MO,0,37.964253,-91.831833,Missouri,MO
201,-0.58,US_MO,3,37.964253,-91.831833,Missouri,MO
202,-0.3803333333333333,US_MO,4,37.964253,-91.831833,Missouri,MO
203,2.8176666666666668,US_MO,5,37.964253,-91.831833,Missouri,MO
204,3.1283333333333334,US_MO,6,37.964253,-91.831833,Missouri,MO
205,1.831,US_MO,7,37.964253,-91.831833,Missouri,MO
206,-1.9943333333333335,US_MO,8,37.964253,-91.831833,Missouri,MO
207,-4.107000000000001,US_MO,9,37.964253,-91.831833,Missouri,MO
208,2.4239999999999995,US_MT,0,46.879682,-110.362566,Montana,MT
209,2.2569999999999997,US_MT,3,46.879682,-110.362566,Montana,MT
210,4.276000000000001,US_MT,4,46.879682,-110.362566,Montana,MT
211,4.617333333333333,US_MT,5,46.879682,-110.362566,Montana,MT
212,0.0006666666666665932,US_MT,6,46.879682,-110.362566,Montana,MT
213,1.6699999999999997,US_MT,7,46.879682,-110.362566,Montana,MT
214,-0.04500000000000004,US_MT,8,46.879682,-110.362566,Montana,MT
215,-0.5823333333333333,US_MT,9,46.879682,-110.362566,Montana,MT
216,-0.046,US_NE,0,41.492537,-99.901813,Nebraska,NE
217,-0.28333333333333344,US_NE,3,41.492537,-99.901813,Nebraska,NE
218,-0.07500000000000001,US_NE,4,41.492537,-99.901813,Nebraska,NE
219,11.222333333333333,US_NE,5,41.492537,-99.901813,Nebraska,NE
220,0.7919999999999999,US_NE,6,41.492537,-99.901813,Nebraska,NE
221,-1.1519999999999997,US_NE,7,41.492537,-99.901813,Nebraska,NE
222,-1.6573333333333333,US_NE,8,41.492537,-99.901813,Nebraska,NE
223,-1.7846666666666666,US_NE,9,41.492537,-99.901813,Nebraska,NE
224,-0.17200000000000001,US_NV,0,38.80261,-116.419389,Nevada,NV
225,-0.30099999999999993,US_NV,3,38.80261,-116.419389,Nevada,NV
226,1.3776666666666666,US_NV,4,38.80261,-116.419389,Nevada,NV
227,1.993666666666667,US_NV,5,38.80261,-116.419389,Nevada,NV
228,-0.42166666666666663,US_NV,6,38.80261,-116.419389,Nevada,NV
229,-0.53,US_NV,7,38.80261,-116.419389,Nevada,NV
230,-0.5383333333333333,US_NV,8,38.80261,-116.419389,Nevada,NV
231,0.5090000000000001,US_NV,9,38.80261,-116.419389,Nevada,NV
232,-1.6770000000000003,US_NH,0,43.193852,-71.572395,New Hampshire,NH
233,2.433,US_NH,3,43.193852,-71.572395,New Hampshire,NH
234,-0.8593333333333335,US_NH,4,43.193852,-71.572395,New Hampshire,NH
235,0.135,US_NH,5,43.193852,-71.572395,New Hampshire,NH
236,5.866666666666667,US_NH,6,43.193852,-71.572395,New Hampshire,NH
237,6.2589999999999995,US_NH,7,43.193852,-71.572395,New Hampshire,NH
238,2.75,US_NH,8,43.193852,-71.572395,New Hampshire,NH
239,-0.44600000000000006,US_NH,9,43.193852,-71.572395,New Hampshire,NH
240,-2.143,US_NJ,0,40.058324,-74.405661,New Jersey,NJ
